Video ID,Title,View Count,Like Count,Comment Count,Category
"k98skMoaa6Y","LIVE DUGOUT: Is India-Australia the greatest Test rivalry? | Sports Today","8713","138","34","Sports"
"wk3W_B_GeZw","Every Premier League goal from Matchweek 11 (2024-25) | NBC Sports","88045","1051","44","Sports"
"fXgr5EA3duk","PGMOL aware of new video appearing to show suspended ref Coote","102541","928","0","Sports"
"Lgp4IU1Alsk","Bengals at Chargers Recap and Reaction NFL Week11 | S&S Pigskin Picks","28","3","1","Sports"
"IX-kgTHznPM","Impossible Moments in Sports History","2977346","12917","258","Sports"
"pUypcwbiMpE","NFL Buy or Sell Topics, Early Week 12 Slate Preview | The Early Line Hour 2, 11/19/24","16","0","0","Sports"
"HcXVKMdz4DU","5 BASIC STRENGTH-SPORTS EXERCISES FOR KIDS","88181","358","0","Sports"
"lMk3WMnUZ1s","sports - you are the right one (legendado)","13429051","489836","5994","Sports"
"7rSKmZtTlro","Liverpool’s title chances | Analysis of Arne Slot's impact","238458","2927","404","Sports"
"J-mf8lD_LTw","Good Sports | A Mickey Mouse Cartoon | Disney Shorts","20759561","50159","0","Sports"
"OdZyt8NURQg","NFL Predictions and Best Bets For EVERY Week 11 Game [Texans at Cowboys & MORE]","174153","1567","281","Sports"
"k98skMoaa6Y","LIVE DUGOUT: Is India-Australia the greatest Test rivalry? | Sports Today","8713","138","34","Sports"
"R4eXMyqrGVg","Manchester City v. Arsenal | PREMIER LEAGUE HIGHLIGHTS | 9/22/2024 | NBC Sports","1283503","15295","2479","Sports"
"A1SEDxsYu5I","The Morning Steam - LIVE Daily Sports Betting Analysis with Ramon Scott - Wednesday, Nov. 20, 2024","293","50","0","Sports"
"y77JlJckrss","Sesame Street: Play Ball with Elmo! | 1 HOUR of Sports, Games, and MORE Compilation","1499783","1955","0","Sports"
"WeOI45GPY0I","W - W - W - W | England Batters Collapse | Pakistan vs England | 2nd Test Day 2, 2024 | PCB | M3G1K","990858","9179","256","Sports"
"8oC50pKc6Vc","HIGHLIGHTS Sporting CP 4-1 Man City | Foden, Gyorkeres hat-trick & Araujo goals","5984966","77939","3986","Sports"
"YCyKJM7S4lU","LIVE dugout: Big BGT preview - Predicting the scoreline | Sports Today","13674","191","35","Sports"
"QR2X6x660IQ","INCREDIBLE SCENES! 🔥The All Blacks perform the Haka in front of Ireland 😮‍💨","219914","1925","438","Sports"
"FGtfqwHwvmA","Yankees fan pulls ball out of Mookie Betts' glove in World Series Game 4 | MLB on FOX","1242880","5753","4298","Sports"
"9osXQ4iVwL0","EXCLUSIVE | ""I'm not a cheater"" - Paul Pogba speaks for the first time since his doping ban","933358","20391","2134","Sports"
"6ZoOe3Mg2qE","How Will Levis' recent progress reshapes the Titans QB situation NOW and LATER","1611","136","22","Sports"
"Gd42YDR4ds8","EA SPORTS FC 25 | 5v5 Rush Deep Dive","1385439","48710","2448","Sports"
"X9zf2hIITmA","Greeny calls the Jets the ‘BIGGEST, COLOSSAL FAILURES’ in sports history! 🤯 | Get Up","430619","4858","1743","Sports"
"4aTX0Ki10pQ","The Dance Freeze Song 5! | Sports Freeze Dance | Scratch Garden","24302115","13767","0","Sports"
"jtN-A41WGKQ","Algeria vs Liberia | AFCON Qualifiers 2025 HIGHLIGHTS | 11/17/24 | beIN SPORTS USA","30005","191","73","Sports"
"GcGJ4fe0iNk","EA SPORTS FC 25 | Official Ultimate Team Deep Dive","1115028","39879","2205","Sports"
"_S-KnTnGgsY","How Cricket Changed Sports Forever","2994409","194350","2046","Sports"
"8Ij4a6x_mPs","Sports Announcer - SNL","7544819","109573","3052","Sports"
"OdZyt8NURQg","NFL Predictions and Best Bets For EVERY Week 11 Game [Texans at Cowboys & MORE]","174146","1567","281","Sports"
"4aTX0Ki10pQ","The Dance Freeze Song 5! | Sports Freeze Dance | Scratch Garden","24302132","13767","0","Sports"
"Bw7wOuGDHKE","Full Highlights | Bangladesh vs South Africa | 2nd Test Day 1 | M3H1K","547108","6884","183","Sports"
"EghV4p7NsFE","Alex Rodriguez on Yankees' Game 5 loss – 'One of the biggest meltdowns I've ever seen' | MLB on FOX","364171","6608","1521","Sports"
"dDZ9gknczAo","“OYUNCULARI SAHA DIŞINA ÇEKMEYİ BIRAKIN” | AZ Alkmaar 3-1 Fenerbahçe, Kadro Yeterli Mi?","222866","4269","672","Sports"
"cDBrxwraqPE","Suni Lee leaves NO DOUBT on Day 1 of U.S. Gymnastics Trials | NBC Sports","1728291","9693","354","Sports"
"GcGJ4fe0iNk","EA SPORTS FC 25 | Official Ultimate Team Deep Dive","1115028","39879","2205","Sports"
"LARa56k1i-Y","Jericho Cruz, Alec Brown’s SCUFFLE in 4Q group stage clash | East Asia Super League","62177","238","221","Sports"
"O0sdO6tw-O4","Could Rúben Amorim give Manchester United an identity? 🔴 | Soccer Special discuss","156367","1596","287","Sports"
"QrID0EA3hhI","EA SPORTS FC 25 | Official Gameplay Deep Dive","3376359","113330","7578","Sports"
"LF6y4WAjKYQ","10 Things Liverpool's Virgil van Dijk Can't Live Without | GQ Sports","2411262","50152","995","Sports"
"CHx2dLLk0Wg","Morocco vs Lesotho | AFCON 2025 Qualifiers HIGHLIGHTS | 11/18/24 | beIN SPORTS USA","62998","538","120","Sports"
"Wv3p3U5LiYM","Team USA men's basketball starts Olympic run with HUGE win over Serbia | Paris Olympics","3596581","43888","4811","Sports"
"9osXQ4iVwL0","EXCLUSIVE | ""I'm not a cheater"" - Paul Pogba speaks for the first time since his doping ban","933358","20391","2134","Sports"
"IFD20qL6V5c","VOLS WIN BUT WILL NICO BE READY FOR UGA? - THE SPORTS SOURCE FULL SHOW (11/10/24)","8066","0","67","Sports"
"YCyKJM7S4lU","LIVE dugout: Big BGT preview - Predicting the scoreline | Sports Today","13674","191","35","Sports"
"2Bbo5mjz9k4","Manchester United vs. Leicester City: Extended Highlights | Carabao Cup | CBS Sports Golazo","618851","7336","547","Sports"
"bjzU7jhFsAo","Newcastle United v. Manchester City | PREMIER LEAGUE HIGHLIGHTS | 9/28/2024 | NBC Sports","652700","6997","753","Sports"
"Lgp4IU1Alsk","Bengals at Chargers Recap and Reaction NFL Week11 | S&S Pigskin Picks","28","3","1","Sports"
"6bZ20eOAWzM","Spurs cruise to Old Trafford victory / Man United 0-3 Tottenham Hotspur // PREMIER LEAGUE HIGHLIGHTS","2305973","34732","1670","Sports"
"0oY8Pc01u0E","Let’s Play Soccer | Football Song | Sports Songs | Pinkfong Songs for Children","724752","4932","0","Sports"
"ifuE2uIt0T4","Dizzy Sports Battle | Dude Perfect","47400413","341502","21539","Sports"
"ifuE2uIt0T4","Dizzy Sports Battle | Dude Perfect","47400413","341502","21539","Sports"
"lNx0afNCl1w","SPORTS AND SHOES | Gift shopping with family | Aayu and Pihu Show","4604181","47145","7255","Sports"
"iRqypM7jb5Y","The Return of Coach Lasso: NBC Sports Premier League Film featuring Jason Sudeikis | NBC Sports","9974715","93604","2905","Sports"
"4st9LQZE-MY","🇺🇸 President-elect Donald Trump arrives at Madison Square Garden alongside Elon Musk #UFC309 😮‍💨","7138073","117518","14447","Sports"
"KZKYzT6M3ds","Dodgers' champagne celebration following heartfelt speech from manager Dave Roberts | MLB on FOX","249367","3611","209","Sports"
"gbsDbn-em2Q","UP Yoddhas ride on Surender Gill’s brilliance to claim their second straight win | #ProKabaddiOnStar","665453","14497","226","Sports"
"_S-KnTnGgsY","How Cricket Changed Sports Forever","2994409","194350","2046","Sports"
"JJcvJJFK3hs","Manchester United v. Chelsea | PREMIER LEAGUE HIGHLIGHTS | 11/3/2024 | NBC Sports","769616","8000","620","Sports"
"SSGxltAgxeU","""They look like they've never trained together"" | Gary Neville discusses Amorim's Man Utd to-do list","572952","5489","1718","Sports"
"aRVoGtsom0A","Sports Current Affairs 2024 | Jan To August Current Affairs 2024 | Sports Current Affairs 2024","299866","11416","243","Sports"
"Og9xk2KxcEU","Dodgers CELEBRATE after winning 2024 World Series 🔥 MLB on FOX","174945","3413","435","Sports"
"1T_hABs7_fU","NBA DFS Live Before Lock (Tuesday 11/19/24) | DraftKings & FanDuel NBA Lineups","7873","723","0","Sports"
"pMw0kkzdn5Y","Ajit's Super 10 helps U Mumba beat Arjun's Jaipur Pink Panthers | #ProKabaddiOnStar 2024 HIGHLIGHTS","610128","11314","68","Sports"
"sMukD8MX3bw","Dodgers vs. Yankees WORLD SERIES Game 4 #FirstPitch cam | FOX SPORTS","391680","2589","38","Sports"
"omhBvmFUiUQ","The Bob Does Sports Major At TPC Sawgrass","676273","14868","1366","Sports"
"lV-pZDfDeKI","Gabon vs Morocco | AFCON Qualifiers 2025 HIGHLIGHTS | 11/15/24 | beIN SPORTS USA","74338","607","107","Sports"
"E70R9wyB2SU","Full Highlights | Pakistan vs England | 2nd Test Day 3, 2024 | PCB | M3G1K","1480523","15590","452","Sports"
"K-p0S54pzFY","INTER-NAPOLI 1-1 | HIGHLIGHTS | Calhanoglu stunner in top-of-the-table clash | Serie A 2024/25","937487","16865","551","Sports"
"wITlCVKIkUY","GumanSingh's #GujaratGiants dominated against #BengalWarriorz | ProKabaddionStar","222266","4644","71","Sports"
"2zlxdakfM2c","Live | The Football Show | Talk Show | Football | Football Analyst | T Sports","22114","867","112","Sports"
"_XFzT9GMmw8","Worst Effort Plays in US Sports Compilation","41343945","253648","15269","Sports"
"oE9p-vuU7AI","Ruby and Bonnie Play Sports Day At School","43010881","87880","0","Sports"
"9Un7TSjcViw","Paris Olympics have proved the Games are 'back' | Fantasy Football Happy Hour | NFL on NBC","777","4","3","Sports"
"0Cvbi7Q_JRY","Bounce, Bounce Bouncing Balls🏐🏀🏈🎾⚽️⚾️| Sports Songs | Pinkfong Songs for Children","3837319","3612","0","Sports"
"sXzDYlG-JkA","DODGERS WORLD SERIES CELEBRATION CAM 🏆🎉","668206","6622","32","Sports"
"d1AzYg_2b5Q","Fulham v. Brentford | PREMIER LEAGUE HIGHLIGHTS | 11/4/2024 | NBC Sports","236576","3705","256","Sports"
"3pE4i5LhxV4","TNT vs. BRGY. GINEBRA | FULL GAME 3 FINALS HIGHLIGHTS | PBA SEASON 49 GOVERNORS' CUP | NOV. 1, 2024","1377324","8569","1288","Sports"
"kVHTJf19O9Q","KARE 11 Prep Sports Extra Highlights: Maple Grove vs. Shakopee","8546","1150","0","Sports"
"S6J_e2LSWI0","Wolves v. Southampton | PREMIER LEAGUE HIGHLIGHTS | 11/9/2024 | NBC Sports","108298","1230","54","Sports"
"7MmIMZ3WrBM","Craziest ""1 in a BILLION"" Moments in Sports History","3002708","17513","479","Sports"
"9osXQ4iVwL0","EXCLUSIVE | ""I'm not a cheater"" - Paul Pogba speaks for the first time since his doping ban","933358","20391","2134","Sports"
"fKIko3nMqtw","The Morning Steam - LIVE Daily Sports Betting Analysis with Ramon Scott - Sunday, Nov. 24, 2024","0","1","0","Sports"
"_klKdx-xWlo","""If you want loyalty, get yourself a dog."" | Keane & Carra discuss Liverpool contract situation","576706","6490","1260","Sports"
"Gd42YDR4ds8","EA SPORTS FC 25 | 5v5 Rush Deep Dive","1385439","48710","2448","Sports"
"5FzLPY4a2qA","Titans loss to Vikings is covered in shameful NFL officiating with ZERO accountability","2402","165","33","Sports"
"4aTX0Ki10pQ","The Dance Freeze Song 5! | Sports Freeze Dance | Scratch Garden","24302132","13767","0","Sports"
"4GiDMpfPjAU","@ClarentKP X @MykeTowers - SPORT+ RMX (Official Video)","9810310","93051","1782","Sports"
"ky_bHY8BklI","🔴INDIA VS SOUTH AFRICA FINAL: CHAMPION बना INDIA 🇮🇳  HARDIK PANDYA ""THE HERO"" SA ने फिर किया CHOKE","782876","19158","399","Sports"
"3i8WfDXGpek","Mexico GP review! 👀 Were Max Verstappen's penalties fair?  | Sky Sports F1 Podcast","97515","1407","899","Sports"
"AXKnsUQjwjU","Full Highlights | Bangladesh vs South Africa | 2nd Test Day 2 | M3H1K","491794","5826","124","Sports"
"yIVzR7AMpRQ","Picks for EVERY Top 25 game in College Football [Full Week 12 Predictions]","46040","448","66","Sports"
"YCyKJM7S4lU","LIVE dugout: Big BGT preview - Predicting the scoreline | Sports Today","13674","191","35","Sports"
"ifuE2uIt0T4","Dizzy Sports Battle | Dude Perfect","47400412","341502","21539","Sports"
"ifuE2uIt0T4","Dizzy Sports Battle | Dude Perfect","47400412","341502","21539","Sports"
"mlEKmnlGn4E","1st T20I | Highlights | West Indies Tour Of Sri Lanka | 13th October 2024","1419634","26096","232","Sports"
"yIVzR7AMpRQ","Picks for EVERY Top 25 game in College Football [Full Week 12 Predictions]","46040","448","66","Sports"
"7VhaMmuU6JU","TNT vs. BRGY. GINEBRA | FULL GAME 1 FINALS HIGHLIGHTS | PBA SEASON 49 GOVERNORS' CUP | OCT. 27, 2024","1011040","7543","1297","Sports"
"gjtppvEW8j8","Incoming Man United boss Ruben Amorim reacts after Sporting THRASH Man City in the #UCL 😮‍💨","501517","11107","836","Sports"
"UyLfY2XXpz8","PAW Patrol FUN Sports Adventures! 🏀 w/ Marshall, Rubble & Skye | 30 Minute Compilation | Nick Jr.","8315422","10348","0","Sports"
"gS-5FE0Bn_E","KL Rahul, Rishabh Pant & Jaiswal seen batting at WACA | Sports Today","7547","65","48","Sports"
"uBxs4WOfc3M","AFC Wild Card Race - Broncos, Colts, Bengals, Dolphins","55","3","3","Sports"
"kAsdsiI1Rvk","They’re set up very far apart, a breakdown #baseball #sports #littleleague #worldseries #hitting","703832","22475","95","Sports"
"SSGxltAgxeU","""They look like they've never trained together"" | Gary Neville discusses Amorim's Man Utd to-do list","572952","5489","1718","Sports"
"gjtppvEW8j8","Incoming Man United boss Ruben Amorim reacts after Sporting THRASH Man City in the #UCL 😮‍💨","501517","11107","836","Sports"
"4aTX0Ki10pQ","The Dance Freeze Song 5! | Sports Freeze Dance | Scratch Garden","24302132","13767","0","Sports"
"r-RabKpCiEY","Christian Gonzalez Joins the Show and Answers our TOUGHEST Questions!","358","6","3","Sports"
"k98skMoaa6Y","LIVE DUGOUT: Is India-Australia the greatest Test rivalry? | Sports Today","8713","138","34","Sports"
"SSGxltAgxeU","""They look like they've never trained together"" | Gary Neville discusses Amorim's Man Utd to-do list","572952","5489","1718","Sports"
"f2EnXSPqBDo","Run to You: The U.S. track and field team is ready to rock the Paris Olympics | NBC Sports","89140","1536","131","Sports"
"r4yXlVW10og","Jeweler Breaks Down NBA Stars' Watches | GQ Sports","187603","3142","183","Sports"
"D6x9EURi4j8","Live | The Football Show | Talk Show | Football | Football Analyst | T Sports","23534","851","93","Sports"
"396-VyGW5Os","Highlights | Bangladesh vs Maldives | Fifa Tier-1 international friendly | T Sports","415806","8292","334","Sports"
"YCyKJM7S4lU","LIVE dugout: Big BGT preview - Predicting the scoreline | Sports Today","13674","191","35","Sports"
"jx-niJL-wn8","Unreal Parkour performances decide men's freestyle World Title | NBC Sports","6805","95","7","Sports"
"XQ9FcriyC-U","JD SPORTS CHRISTMAS AD 2022 | KING OF THE GAME","25689406","5964","465","Sports"
"y77JlJckrss","Sesame Street: Play Ball with Elmo! | 1 HOUR of Sports, Games, and MORE Compilation","1499783","1955","0","Sports"
"TfMEBKB1sdY","Most Beautiful and Respect Moments in Sports EVER!","8232234","87060","1830","Sports"
"_XFzT9GMmw8","Worst Effort Plays in US Sports Compilation","41343945","253648","15269","Sports"
"HcXVKMdz4DU","5 BASIC STRENGTH-SPORTS EXERCISES FOR KIDS","88187","358","0","Sports"
"Gd42YDR4ds8","EA SPORTS FC 25 | 5v5 Rush Deep Dive","1385439","48710","2448","Sports"
"UHpLR_Xzt-I","Liverpool v. Brighton | PREMIER LEAGUE HIGHLIGHTS | 11/2/2024 | NBC Sports","609479","7148","486","Sports"
"_XFzT9GMmw8","Worst Effort Plays in US Sports Compilation","41343945","253648","15269","Sports"
"SSGxltAgxeU","""They look like they've never trained together"" | Gary Neville discusses Amorim's Man Utd to-do list","572952","5489","1718","Sports"
"K2sSIH4XyBo","Brighton v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 10/6/2024 | NBC Sports","572286","6459","586","Sports"
"exryHOqNkF0","U.S. track, basketball and soccer teams reign supreme on Day 15 of Olympics | Inside the Rings","42930","605","46","Sports"
"eonm_UqVNkY","#JaipurPinkPanthers win against #BengaluruBulls | ProKabaddionStar","381940","7211","96","Sports"
"WaxmPWwqZls","10 Things IShowSpeed Can't Live Without | GQ Sports","4300869","141452","4041","Sports"
"HcXVKMdz4DU","5 BASIC STRENGTH-SPORTS EXERCISES FOR KIDS","88181","358","0","Sports"
"NhkKLdNywrI","TNT vs BRGY. GINEBRA | FULL GAME 6 FINALS HIGHLIGHTS | PBA SEASON 49 GOVERNORS' CUP | NOV. 6, 2024","966209","6131","1626","Sports"
"_XFzT9GMmw8","Worst Effort Plays in US Sports Compilation","41343945","253648","15269","Sports"
"UyLfY2XXpz8","PAW Patrol FUN Sports Adventures! 🏀 w/ Marshall, Rubble & Skye | 30 Minute Compilation | Nick Jr.","8315422","10348","0","Sports"
"VTmheRsyiYE","NFL Rookies' REAL First Names #nfl #football #sports #funny","2353077","135029","602","Sports"
"4aTX0Ki10pQ","The Dance Freeze Song 5! | Sports Freeze Dance | Scratch Garden","24302132","13767","0","Sports"
"SSGxltAgxeU","""They look like they've never trained together"" | Gary Neville discusses Amorim's Man Utd to-do list","572952","5489","1718","Sports"
"AJwIgz93mpo","Naveen Express & Ashu Malik combine to script Dabang Delhi's win | #ProKabaddiOnStar 2024 HIGHLIGHTS","709708","13854","168","Sports"
"HwTNZxZFb0g","Worst Day of The Year To Be A Sports Fan 😭 #nfl #mlb #nba #mls #nhl #sports #sportsfans","1421152","51065","1072","Sports"
"F0rTHRrFTLY","Sports Debate - SNL","3712122","63251","3068","Sports"
"Csysap38RbY","The Sports Day Egg and Spoon Race! 🥄 | Peppa Pig Tales","2387734","1925","0","Sports"
"Y_Gkn5Duqd0","GREATEST Sports Moments of 2023","6257","79","16","Sports"
"ifuE2uIt0T4","Dizzy Sports Battle | Dude Perfect","47400412","341502","21539","Sports"
"GcGJ4fe0iNk","EA SPORTS FC 25 | Official Ultimate Team Deep Dive","1115028","39879","2205","Sports"
"1QSdKB0IWM8","In-Game Live GameDay with Kevin Walsh, Joe Lisi and Donnie Rightside 11/18/24 Hour 3+","2","0","0","Sports"
"r4yXlVW10og","Jeweler Breaks Down NBA Stars' Watches | GQ Sports","187603","3142","183","Sports"
"rzDkQi1xEgE","FUNNIEST moments in Sports (NEW)","2280363","4911","55","Sports"
"gdeWG7OGcsg","Sesame Street: Count on Sports","0","1068","0","Sports"
"X9zf2hIITmA","Greeny calls the Jets the ‘BIGGEST, COLOSSAL FAILURES’ in sports history! 🤯 | Get Up","430619","4858","1743","Sports"
"y8EWjQCQIM4","5 MORE Things I Wish I Knew Sooner Selling Sports Cards","11029","375","88","Sports"
"l0RI6bnseEc","Fastest 40 Minutes From the Weekend w/ Sean Brace & Jon Jansen LIVE","6","2","0","Sports"
"OdZyt8NURQg","NFL Predictions and Best Bets For EVERY Week 11 Game [Texans at Cowboys & MORE]","174153","1567","281","Sports"
"y77JlJckrss","Sesame Street: Play Ball with Elmo! | 1 HOUR of Sports, Games, and MORE Compilation","1499783","1955","0","Sports"
"QrID0EA3hhI","EA SPORTS FC 25 | Official Gameplay Deep Dive","3376360","113330","7578","Sports"
"UyLfY2XXpz8","PAW Patrol FUN Sports Adventures! 🏀 w/ Marshall, Rubble & Skye | 30 Minute Compilation | Nick Jr.","8315422","10348","0","Sports"
"Gd42YDR4ds8","EA SPORTS FC 25 | 5v5 Rush Deep Dive","1385439","48710","2448","Sports"
"zNs5SwRFIZg","Arsenal v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 10/27/2024 | NBC Sports","827115","9093","827","Sports"
"t1f2aQW9dMs","EN VIVO 🔴 ARGENTINA vs PERÚ | Eliminatorias Sudamericanas | Vivilo en TyC Sports","1100341","4230","21","Sports"
"GcGJ4fe0iNk","EA SPORTS FC 25 | Official Ultimate Team Deep Dive","1115028","39879","2205","Sports"
"QrID0EA3hhI","EA SPORTS FC 25 | Official Gameplay Deep Dive","3376360","113330","7578","Sports"
"07ngHm1zk5w","🎥 Ally McCoist Meets Sir Alex Ferguson: Aberdeen Success, Man United Dominance & 2013 Retirement","560985","9975","1236","Sports"
"3UncXTRYKuM","Liverpool v. Chelsea | PREMIER LEAGUE HIGHLIGHTS | 10/20/2024 | NBC Sports","800035","8808","754","Sports"
"r4yXlVW10og","Jeweler Breaks Down NBA Stars' Watches | GQ Sports","187603","3142","183","Sports"
"y77JlJckrss","Sesame Street: Play Ball with Elmo! | 1 HOUR of Sports, Games, and MORE Compilation","1499783","1955","0","Sports"
"Bf5zbUcXNao","GILAS PILIPINAS vs TAIWAN MUSTANGS | GILAS HIGHLIGHTS | SEND OFF FRIENDLY MATCH | JUNE 24, 2024","1146403","8609","1126","Sports"
"inGla-texkw","Justin Herbert sprints through Bengals defense for 20-yard gain via scramble","7976","104","15","Sports"
"QcinI2qh9TA","Hi Flyer Pawan makes it 2/2 for Telugu against Bengaluru in #PKL11 #ProKabaddiOnStar 2024 HIGHLIGHTS","905862","16746","197","Sports"
"IlgOuXrY5Gw","Should Nebraska Football TRUST Younger Players Over Veterans? - Mike Schaefer | Hurrdat Sports Radio","1036","15","4","Sports"
"4pY1nq3XauA","आज होगा Partner Swap! | Laughter Chefs Unlimited Entertainment","663841","8154","116","Entertainment"
"GwU4ndPYxw0","Pregnant Gypsy Rose Blanchard REVEALS Her Baby Girl’s Name | E! News","6205","111","37","Entertainment"
"bOanC7BozKY","Pushpa 2-The Rule (Tamil) | Trailer | Allu Arjun | Fahadh Faasil | Sukumar | Rashmika Mandanna | DSP","7163020","212217","5328","Entertainment"
"EIX924nJCKw","Mike Tyson SLAPS Jake Paul Ahead of Fight","43286","298","76","Entertainment"
"hbcSVN_P_Tc","মিশন কক্সবাজার | Mission Coxbazar | Family Entertainment bd | Bangla Natok 2024 | Bangla Funny","3309960","42535","1872","Entertainment"
"zJREg_bg9vg","Chefs बनाएंगे Edible Rakhi! | Laughter Chefs Unlimited Entertainment","803007","7708","121","Entertainment"
"0o2dREk0hb8","Whoopi Goldberg Gets Candid on Leaving ‘The View’ | E! News","78459","769","569","Entertainment"
"eb0CfNa84Iw","Dogs Fighting With Prakash Raj & Sonu Sood- Comedy Scenes | Entertainment | Hindi Film","50535475","194329","1821","Entertainment"
"YcetKR9keUg","Saloon Prank 2024 | Pranks In INDIA | ANS Entertainment","564036","24198","741","Entertainment"
"smbJpjB3To4","Rosie O'Donnell PREDICTS Diddy Prison Sentence in 2000 TLC Interview","1132940","7955","1436","Entertainment"
"eMbW8OavqHE","DR.JAISHANKAR PAKISTAN VISIT, PAKISTANI PUBLIC REACTION ON INDIA, REAL ENTERTAINMENT TV SOHAIB CH","392316","7653","2208","Entertainment"
"aFsGDcy-6hc","Venom: The Last Dance | Trailer","9865661","328490","12443","Entertainment"
"pjSXL6OGN6A","The View’s Sara Haines WALKS OFF After Whoopi Goldberg’s NSFW Confession | E! News","117709","715","451","Entertainment"
"BqGK9eAfpNE","Unveiling Project Marvel: $4 billion Spurs arena and entertainment district","5276","70","19","Entertainment"
"qeh5trA6wi8","The Penguin: The Complete First Season Trailer | Warner Bros. Entertainment","70614","1132","110","Entertainment"
"2_cRCx7s0HQ","Funniest Fun Amazing videos Must Watch Entertainment comedy 2024, Funny Video 2024, By My Family","11972289","23645","310","Entertainment"
"1pHDWnXmK7Y","Captain America: Brave New World | Official Trailer","14584658","328194","19716","Entertainment"
"YU8Jtf2V-L0","Entertainment News: November 19, 2024","28","0","0","Entertainment"
"pcZSnDbYBqQ","Erika Jayne Addresses Kyle Richards & Dorit Kemsley Feud on 'RHOBH' Season 14 (Exclusive) | E! News","122100","1538","224","Entertainment"
"T_TDZ2gf96s","Dan Aykroyd dishes on History Channel show, 'SNL' sketch | USA TODAY ENTERTAINMENT","50","1","0","Entertainment"
"IUsYBEUk2LI","Shraddha को पसंद Krushna-Kashmera का वड़ा पाव | Laughter Chefs Unlimited Entertainment","390623","4415","29","Entertainment"
"WbRpYehQ_QQ","Lindsay Lohan and Husband Bader Shammas Share RARE Red Carpet Date Night | E! News","16248","291","39","Entertainment"
"srJxGquSyr4","JoJo Siwa Says She Used To Be 'TERRIFIED' Of Abby Lee Miller","3440","61","4","Entertainment"
"bUHVbHYHby0","Sabrina Carpenter Arrests SNL's Domingo at LA Concert","171039","3079","85","Entertainment"
"T_17TGFzwq0","FUNERAL ENTERTAINMENT! Get your fun funeral! #sketch #comedy","2206771","207303","1830","Entertainment"
"dN8KWAqRJBQ","Prank On Girlfriend (PART2) | Unexpected Twist | Pranks in INDIA | ANS Entertainment 2024","1454649","43429","1076","Entertainment"
"ANL6gnfXxQE","Watch RARE Barron Trump Moments With Donald and Melania! | ET Vault Unlocked","622032","8556","1018","Entertainment"
"gpYkZYaWCko","PALAGI - REEL SERIES (PART 1) 'BESTFRIEND FOREVER'","86581","2679","131","Entertainment"
"VdOFWIibWc8","Anne Hathaway and Son Nearly WIPED OUT by NBA Star","8574","102","8","Entertainment"
"0a5hs-lazTI","KAKA IPARKU ADALAH SUAMIKU !!","1459345","7666","789","Entertainment"
"5jzZa2pfVG8","The Power of Agents In Hollywood and TV & Why Are Green Screens, Green? | Q&A","44079","934","84","Entertainment"
"LxWLbXAHl5Y","PEMBANTU P3NGGOD4 MAJIKAN, L4YAN1 SETIAP HARI  !!","998986","5991","376","Entertainment"
"5T0-DWseleg","Blake Shelton on Post Malone Collab, Possible The Voice Return and New Song Texas (Exclusive)","37845","631","40","Entertainment"
"0PEOojf2ghQ","Gunner | Official Trailer | Warner Bros. Entertainment","2286600","9007","310","Entertainment"
"uyxEqqZVzFw","Food Snatching (2024) NEXT LEVEL | Khana Chori Prank in INDIA | Ans Entertainment","1130618","45791","2082","Entertainment"
"5d3m0fOEWZs","Kala Cinta Menggoda (Chrisye Cover) - Forte Entertainment","6582144","15429","359","Entertainment"
"VVy8LTehrbE","Badmash Prank 2024| Pranks in INDIA | Prank Gone Wrong |ANS Entertainment","361474","20806","781","Entertainment"
"xqxTHQ65X1s","BIG BL@ST IN QUETTA PAKISTAN, PAKISTANI PUBLIC REACTION ON INDIA, REAL ENTERTAINMENT TV SOHAIB CH","289693","6617","1252","Entertainment"
"gM9YMOwHtz8","Prank On Girlfriend (PART) | Unexpected Twist | Pranks Gone Emotional | ANS Entertainment 2024","1379100","43141","1249","Entertainment"
"E6NC6VGRh7E","Zwigato (2022) Hindi Full Movie In 4K UHD | Starring Kapil Sharma, Shahana Goswami","938806","7204","341","Entertainment"
"at2bMz_T6Io","90 Day Fiancé Tell All: Angela CHASES Michael During MELTDOWN","491430","8883","4065","Entertainment"
"O_1SJ-RkJQM","Michael Strahan 'Not Proud' of Throwing Reporter's Phone After National Anthem Backlash","35406","397","381","Entertainment"
"FMjIjvOlvrg","TRUMP WILL VISIT INDIA FIRST? MODI-TRUMP PHONE CALL | PAKISTAN PUBLIC REACTION | REAL TV | SOHAIB CH","211838","5186","396","Entertainment"
"ZgKczr-oAj0","Bachelor Gadha | ব্যাচেলর গাধা | Family Entertainment bd | Bangla Natok 2024 | Sharat Telifilm","1500119","19753","389","Entertainment"
"j-s-cxTnH2Q","Watchmen Chapter 1 | Red Band Trailer 4K | Warner Bros. Entertainment","1049325","29241","2731","Entertainment"
"TYljxL4WeRo","Godzilla x Kong: The New Empire | Extended Preview | Warner Bros. Entertainment","2208251","23232","876","Entertainment"
"5jzZa2pfVG8","The Power of Agents In Hollywood and TV & Why Are Green Screens, Green? | Q&A","44079","934","84","Entertainment"
